LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"d $350,000-1 million",NICHOLAS CONSTRUCTION INC.,251 Carsen Way,Shafter,CA,93263,237110,Subchapter S Corporation,White,Unanswered,Unanswered,,25,04/11/2020,Valley Republic Bank,CA-21
"e $150,000-350,000",TRIPLE ROCK BREWING CO INC,1920 SHATTUCK AVE,BERKELEY,CA,94704,312120,Corporation,Unanswered,Male Owned,Non-Veteran,,49,05/03/2020,"Bank of America, National Association",CA-13
b $2-5 million,SALEM TRUCK LEASING INC,9505 AVENUE D 0.0,BROOKLYN,NY,11236,532490,Corporation,Unanswered,Unanswered,Unanswered,,198,04/09/2020,"JPMorgan Chase Bank, National Association",NY-08
"e $150,000-350,000",FINANCIAL SERVICES EMPLOYEES LLC,118 South Pleasantburg Drive,GREENVILLE,SC,29607,561320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/10/2020,United Community Bank,SC-04
"d $350,000-1 million","GOLDEN STATE CAF, INC.","3550 Mowry Ave, #301",FREMONT,CA,94538,722513,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,94,04/28/2020,Fremont Bank,CA-17
"d $350,000-1 million",RINDLER POULTRY,5424 Watkins Rd.,St. Henry,OH,45883,112390,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,53,04/11/2020,The St. Henry Bank,OH-08
"e $150,000-350,000",PLS POWER LLC,525 KOKEA ST  #3,HONOLULU,HI,96817,238210,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,25,04/07/2020,First Hawaiian Bank,HI-01
"e $150,000-350,000","CHOICES, INC.",1231 GAMBELL ST,ANCHORAGE,AK,99501,621498,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30,06/09/2020,Northrim Bank,AK-00
"e $150,000-350,000","S. KODAMA, INC.",41-1521 Lukanela St,WAIMANALO,HI,96795,424910,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02
"d $350,000-1 million",ENDODONTIC SPECIALISTS OF WISCONSIN S.C.,10401 W Lincoln Ave. #210,MILWAUKEE,WI,53227,621210,Corporation,Unanswered,Unanswered,Unanswered,,44,04/08/2020,BMO Harris Bank National Association,WI-04
"e $150,000-350,000",RUDD CONTAINER CORPORATION,4600 S. KOLIN AVE,CHICAGO,IL,60632,322211,Corporation,Unanswered,Unanswered,Unanswered,,30,04/13/2020,Fifth Third Bank,IL-04
"d $350,000-1 million",ALTUS HEALTH INC,"705 Larson Way,",FOLSOM,CA,95630,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/14/2020,Cross River Bank,CA-07
"e $150,000-350,000",POWERHOUSE CHURCH,1818 KATYLAND DR,KATY,TX,77493,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,21,04/12/2020,BancorpSouth Bank,TX-10
"e $150,000-350,000","KART RANCH, INC.",508 YOUNGSVILLE HWY,LAFAYETTE,LA,70508,713990,Corporation,White,Female Owned,Non-Veteran,,45,04/07/2020,Gulf Coast Bank,LA-03
"d $350,000-1 million","NADA GROUP, LLC",600 WALNUT ST,CINCINNATI,OH,45202,722511,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,74,04/04/2020,First Savings Bank,OH-01
"e $150,000-350,000",TSO INC.,5858 Westheimer Rd Ste 710,HOUSTON,TX,77057,339115,Corporation,Unanswered,Unanswered,Unanswered,,14,04/11/2020,BBVA USA,TX-07
"d $350,000-1 million",MASS DESIGN INC.,41 Simon Street,NASHUA,NH,03060,334412,Corporation,Unanswered,Male Owned,Unanswered,,42,04/08/2020,"NBT Bank, National Association",NH-02
"e $150,000-350,000","CVR OPERATIONS, LLC",1198 COAST VILLAGE RD,SANTA BARBARA,CA,93108,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,05/03/2020,"Bank of America, National Association",CA-24
"e $150,000-350,000","QUALITY DESIGN NOR'EASTER SWIMMING POOLS, INC",13 Columbia Dr Unit 28,AMHERST,NH,03031,238990,Corporation,Unanswered,Unanswered,Unanswered,,14,04/15/2020,Franklin Savings Bank,NH-02
"e $150,000-350,000",HENNIKER VETERINARY HOSPITAL PROFESSIONAL ASSOCIATION,262 maple street,Henniker,NH,03242,541940,Corporation,Unanswered,Male Owned,Non-Veteran,,22,04/28/2020,"Santander Bank, National Association",NH-02
"d $350,000-1 million","DEKALB TOOL & DIE, INC.",2220 Stephens Street,TUCKER,GA,30084,333514,Corporation,White,Female Owned,Unanswered,,40,04/28/2020,Ameris Bank,GA-04
"d $350,000-1 million","AVERUS WEST, LLC",560 N Bullard Ave Suite 50,GOODYEAR,AZ,85338,562998,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,26,04/15/2020,"Libertyville Bank & Trust Company, National Association",AZ-08
"e $150,000-350,000",RESILIENT OPS INC,4 ALBAMONT RD,WINCHESTER,MA,01890,541618,Corporation,Unanswered,Unanswered,Unanswered,,3,05/02/2020,"Bank of America, National Association",MA-05
"d $350,000-1 million","SILVER TOOL, INC.",2440 CROSS POINTE DR,MIAMISBURG,OH,45342,333515,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,05/01/2020,"JPMorgan Chase Bank, National Association",OH-10
"e $150,000-350,000",WELCH DENTISTRY PLLC,10420 S Decatur Blvd Ste 110,LAS VEGAS,NV,89141,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/14/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","NEIGHBORHOOD FAMILY CLINICS, INC.",1342 Barson Place,ONALASKA,WI,54650,621999,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,23,04/06/2020,The First National Bank of Bangor,WI-03
"e $150,000-350,000",EARL HARINGA,14840 KEYES RD,DENAIR,CA,95316,112120,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,14,04/06/2020,Oak Valley Community Bank,CA-10
"d $350,000-1 million",GLOBAL AVIATION TECHNOLOGIES LLC,6545 W Pueblo Ct,WICHITA,KS,67209,336413,Limited  Liability Company(LLC),Black or African American,Unanswered,Unanswered,,45,04/04/2020,Conway Bank,KS-04
"e $150,000-350,000",SOUTHERN FLUID SOLUTIONS LLC,110 s CHURCH ST,CENTER,TX,75935,484220,Corporation,Unanswered,Unanswered,Unanswered,,19,04/07/2020,BOM Bank,TX-01
"e $150,000-350,000","AREA HOMECARE FAMILY SERVICES, INC.",1320 WOODBURY AVE,PORTSMOUTH,NH,03801,621610,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,80,04/28/2020,Eastern Bank,NH-01
"e $150,000-350,000","STORMWATER COMPLIANCE, LLC",163 Thadeus Street,SOUTH PORTLAND,ME,04106,237110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/28/2020,"Biddeford Savings, A Division of",ME-01
"d $350,000-1 million","CITYCARE HEALTH SERVICES, INCORPORATED",502 Kennedy Street NW,Washington,DC,20011,621112,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Citibank, N.A.",DC-00
"e $150,000-350,000",SOMES WORLD WIDE UNIFORMS INC.-SBA SMALL 7A TERM,314 MAIN STREET,HACKENSACK,NJ,07601,448190,Corporation,Unanswered,Unanswered,Unanswered,,25,05/03/2020,"TD Bank, National Association",NJ-05
"e $150,000-350,000",DR. ADITYA JAIN MD INC,1532 150th Avenue,SAN LEANDRO,CA,94578,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,04/16/2020,Santa Cruz County Bank,CA-13
"d $350,000-1 million",VIEJAS OUTLET CENTER,5005 Willows Rd.,ALPINE,CA,91901,531120,Corporation,Unanswered,Unanswered,Unanswered,,62,04/28/2020,"U.S. Bank, National Association",CA-50
"d $350,000-1 million",ARIES PREPARED BEEF COMPANY,17 W. MAGNOLIA BLVD,BURBANK,CA,91502,311612,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,68,04/14/2020,Citizens Business Bank,CA-28
c $1-2 million,CITY PROPERTY MANAGEMENT CO.,4645 E. COTTON GIN LOOP,PHOENIX,AZ,85040,531210,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,159,04/11/2020,Arizona Bank & Trust,AZ-07
"e $150,000-350,000",PETER J. MARCH DDS PC,517 S. Governors Highway,PEOTONE,IL,60468,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/06/2020,First Community Bank and Trust,IL-02
"e $150,000-350,000",DISC SURGERY CENTER AT NEWPORT BEACH LLC,3501 JAMBOREE ROAD STE 1200,NEWPORT BEACH,CA,92660,621493,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/15/2020,MidFirst Bank,CA-48
"d $350,000-1 million","WILLIAM LAROQUE INSTALLERS, INC.",5820 SHERIDAN ST,HOLLYWOOD,FL,33021,423830,Corporation,Unanswered,Male Owned,Non-Veteran,,55,05/01/2020,"Bank of America, National Association",FL-23
c $1-2 million,MT. GRANT GENERAL HOSPITAL,200 South A Street,Hawthorne,NV,89415,622110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,156,04/15/2020,Greater Nevada CU,NV-04
"e $150,000-350,000","CORNERSTONE EMPLYMENT SOLUTIONS, INC.",2310 Anderson Ave.,MANHATTAN,KS,66502,561320,Subchapter S Corporation,White,Female Owned,Non-Veteran,,10,04/04/2020,Bank of the Flint Hills,KS-01
"d $350,000-1 million",FLOORS INCORPORATED,2901 MESSER AIRPORT HWY,BIRMINGHAM,AL,35203,423990,Corporation,Unanswered,Male Owned,Unanswered,,24,04/09/2020,ServisFirst Bank,AL-07
c $1-2 million,"PAYNE FAMILY HOMES, LLC",10407 BAUR BLVD,SAINT LOUIS,MO,63132,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75,04/04/2020,Midwest BankCentre,MO-01
"e $150,000-350,000","ATLANTIC COASTAL HEALTHCARE, INC.",725 N HIGHWAY A1A Suite E-109,JUPITER,FL,33477,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/15/2020,Cross River Bank,FL-18
"d $350,000-1 million","CUSTOM WELDING OF HOBBS, INC.",2536 W Marland,HOBBS,NM,88241,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,55,04/08/2020,First American Bank,NM-02
"e $150,000-350,000","PDQ AUTOMATIC TRANSMISSION PARTS, INC",8380 Tiogawoods Dr,SACRAMENTO,CA,95828,423120,Corporation,Unanswered,Unanswered,Unanswered,,33,04/14/2020,Umpqua Bank,CA-06
"d $350,000-1 million",URBAN GLOBAL LLC,3707 Capitol Ave,CITY OF INDUSTRY,CA,90601,423310,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,35,04/07/2020,East West Bank,CA-38
"d $350,000-1 million",GARNET OMG LLC,832 GARNET AVE,SAN DIEGO,CA,92109,722511,Corporation,White,Male Owned,Non-Veteran,,101,04/28/2020,"C3Bank, National Association",CA-52
"d $350,000-1 million",QUEEN OF THE GREEN,42627 Garfield Road,Clinton Twp,MI,48038,111998,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,12,05/26/2020,"Harvest Small Business Finance, LLC",MI-09
"e $150,000-350,000",AUBURN FAMILY MEDICINE,"665 N Dean Road,",Auburn,AL,36830,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,04/13/2020,Regions Bank,AL-03
"e $150,000-350,000","LEWIS AND CLARK OUTDOORS, INC.",4915 S THOMPSON ST,SPRINGDALE,AR,72764,451110,Corporation,Unanswered,Unanswered,Unanswered,,52,04/10/2020,United Bank,AR-03
"e $150,000-350,000","MIALBA ENTERPRISES, INC.",501 NW 37 Ave,MIAMI,FL,33125,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,38,04/14/2020,FirstBank Puerto Rico,FL-27
"e $150,000-350,000","TENNESSEE CLUCKERS, INC","1351 Hwy 22 E,",Haddock,GA,31033,722513,Subchapter S Corporation,White,Male Owned,Non-Veteran,,58,04/15/2020,Regions Bank,GA-08
c $1-2 million,"TIMESQUAREIT, INC.",142 Prospect Place,ALPHARETTA,GA,30005,541512,Corporation,Unanswered,Unanswered,Unanswered,,50,04/28/2020,United Community Bank,GA-06
c $1-2 million,SAINT THOMAS ACADEMY,949 mendota Heights Road,SAINT PAUL,MN,55120,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,98,04/09/2020,Alliance Bank,MN-02
"d $350,000-1 million","ROBERTS HOME AUDIO &AMP; VIDEO, INC.",1611 LA BLVD S,LOS ANGELES,CA,90035,443142,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,32,05/03/2020,"U.S. Bank, National Association",CA-37
a $5-10 million,"RICHARD E. PIERSON CONSTRUCTION CO., INC",426 SWEDESBORO RD,PILESGROVE,NJ,08098,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,410,04/13/2020,"TD Bank, National Association",NJ-02
"d $350,000-1 million",SPRINHOUSE INC.,44 Allandale Street,Jamaica Plain,MA,02130,623312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,05/03/2020,"Citizens Bank, National Association",MA-08
"e $150,000-350,000",WOLF CONTRACTORS INC,473 WOLF DR,NEWPORT NEWS,VA,23601,238990,Corporation,Unanswered,Male Owned,Unanswered,,16,04/03/2020,Newport News Shipbuilding Empl CU Inc d/b/a BayPort CU,VA-03
"e $150,000-350,000","GREAT LAKES ESSENTIAL POWER, INC.",241 E 11 MILE RD,MADISON HEIGHTS,MI,48071,541330,Corporation,Unanswered,Unanswered,Unanswered,,11,04/10/2020,Comerica Bank,MI-09
"d $350,000-1 million","ENCO SYSTEMS, INC",29444 NORTHWESTERN HWY,SOUTHFIELD,MI,48034,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,04/28/2020,Fifth Third Bank,MI-14
"e $150,000-350,000",J MAC DRUG INC,15685 SW 116th Ave,King City,OR,97224,446110,Corporation,Unanswered,Unanswered,Non-Veteran,,24,07/24/2020,Seattle Economic Development Fund dba Community Ca,OR-01
"e $150,000-350,000",DHTE GLOBAL INC,26105 LANNYS RD,NOVI,MI,48375,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,05/01/2020,"JPMorgan Chase Bank, National Association",MI-11
"d $350,000-1 million",CARLOCK NISSAN OF TUPELO INC,3969 N. Gloster Street,TUPELO,MS,38804,441110,Corporation,Unanswered,Male Owned,Non-Veteran,,36,04/08/2020,Truist Bank d/b/a Branch Banking & Trust Co,MS-01
"d $350,000-1 million","SCHWARTZ VENTURES, INC.",5855 N State Route 159,EDWARDSVILLE,IL,62025,517311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,52,04/14/2020,"First Mid Bank & Trust, National Association",IL-12
"e $150,000-350,000","CTR MANUFACTURING, LLC",2107 N 14th Street,SAINT LOUIS,MO,63106,339999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,04/27/2020,First Bank of the Lake,MO-01
"d $350,000-1 million","GULF CHRYSLER-DODGE-JEEP, INC",3781 S MCKENZIE ST,FOLEY,AL,36535,441110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,46,04/05/2020,"The First, A National Banking Association",AL-01
"d $350,000-1 million",BGI INTERIORS INC,22 Simon Avenue,Buffalo,NY,14218,337212,Corporation,Unanswered,Unanswered,Unanswered,,43,04/15/2020,Manufacturers and Traders Trust Company,NY-27
"e $150,000-350,000","SHARON NURSERY, LTD.",7319 COLUMBIA RD,MAINEVILLE,OH,45039,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,56,04/05/2020,First Financial Bank,OH-01
"e $150,000-350,000",LINDEN ART STUDIOS INC,229-10 LINDEN BOULEVARD,CAMBRIA HEIGHTS,NY,11411,531120,Corporation,Black or African American,Male Owned,Non-Veteran,,13,05/02/2020,Dime Community Bank,NY-05
"e $150,000-350,000",UNIDES INC,16649 NE 19TH AVE,NORTH MIAMI BEACH,FL,33162,999990,Corporation,Unanswered,Unanswered,Unanswered,,15,05/03/2020,"Bank of America, National Association",FL-24
"d $350,000-1 million",COMMERCIAL PIPING COMPANY,1715 NE Lafayette Ave,MCMINNVILLE,OR,97128,238220,Corporation,Unanswered,Unanswered,Unanswered,,20,04/11/2020,KeyBank National Association,OR-01
"e $150,000-350,000","SKYLINE CONSTRUCTION, INC.",14533 Sixes Road,Emmitsburg,MD,21727,236210,Corporation,Unanswered,Unanswered,Unanswered,,9,04/09/2020,Woodsboro Bank,MD-08
"e $150,000-350,000",VACACO,PO Box 398,FRIONA,TX,79035,112120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/10/2020,Great Western Bank,TX-19
"d $350,000-1 million",SENIOR CATERING,314 MAIN STREET,LITTLE MOUNTAIN,SC,29075,624210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",SC-05
"e $150,000-350,000","ADVANCED PAVING ACQUISITION, LTD",2311 JOE FIELD RD,DALLAS,TX,75229,237310,Partnership,White,Male Owned,Non-Veteran,,26,04/10/2020,Truist Bank d/b/a Branch Banking & Trust Co,TX-32
"e $150,000-350,000","LOCK AND DOOR SPECIALISTS, INC.",670 CHERRY ST,WINTER PARK,FL,32789,561622,Corporation,Unanswered,Unanswered,Unanswered,,0,04/14/2020,Seacoast National Bank,FL-07
c $1-2 million,HAROLD IMPORT CO INC,747 VASSAR AVE,LAKEWOOD,NJ,08701,423220,Corporation,Unanswered,Male Owned,Unanswered,,96,04/13/2020,"OceanFirst Bank, National Association",NJ-04
"e $150,000-350,000","COWBOY CONTAINMENTS, INC.",2702 E RIO GRANDE ST,VICTORIA,TX,77901,213112,Corporation,Unanswered,Unanswered,Unanswered,,14,04/09/2020,NewFirst National Bank,TX-27
"e $150,000-350,000",CHERRY TREE PEDIATRICS,2 Highland Park Drive,UNIONTOWN,PA,15401,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,04/11/2020,KeyBank National Association,PA-14
c $1-2 million,REVCO ELECTRICAL SUPPLY INC,360 COUNTY ROAD 39A,SOUTHAMPTON,NY,11968,238210,Corporation,Unanswered,Male Owned,Non-Veteran,,74,04/07/2020,"People's United Bank, National Association",NY-01
a $5-10 million,"ISLANDS RESTAURANTS, L.P.",5760 Fleet St Suite 100 0.0,Carlsbad,CA,92008,722511,Partnership,Unanswered,Unanswered,Unanswered,,500,04/14/2020,"JPMorgan Chase Bank, National Association",CA-49
c $1-2 million,SEISA MEDICAL INC,9005 MONTANA AVE,EL PASO,TX,79925,339112,Corporation,Unanswered,Unanswered,Unanswered,,94,04/29/2020,Western Heritage Bank,TX-16
"e $150,000-350,000",ZARAS GIFTS AND FLOWERS,16106 Southeast Division Street,Portland,OR,97236,453998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/29/2020,Celtic Bank Corporation,OR-03
"e $150,000-350,000","PALMER MARBLE AND TILE, INC.",6599 WALLIS RD,WEST PALM BEACH,FL,33413,332312,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/15/2020,Seacoast National Bank,FL-20
"e $150,000-350,000",MIRUS RESEARCH INC,618 E LINCOLN ST,NORMAL,IL,61761,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/15/2020,"PNC Bank, National Association",IL-13
"e $150,000-350,000","REQUEST TECHNOLOGY, L.L.C.",200 E 5TH AVE SUITE 116,NAPERVILLE,IL,60563,561312,Corporation,Unanswered,Unanswered,Unanswered,,12,05/03/2020,BMO Harris Bank National Association,IL-11
c $1-2 million,"AMERICAN STANDARD CIRCUITS,INC",475 Industrial Drive,WEST CHICAGO,IL,60185,334412,Corporation,Unanswered,Male Owned,Non-Veteran,,138,04/12/2020,"Bank of America, National Association",IL-14
"d $350,000-1 million",WALTER ENTERPRISES INC,533 Custer Way,OLYMPIA,WA,98501,722513,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,04/12/2020,Heritage Bank,WA-10
"e $150,000-350,000",LEZ BOMB PRODUCTIONS LLC,4712 ADMIRALTY WAY #547,MARINA DEL REY,CA,90292,512120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/30/2020,"Bank of America, National Association",CA-33
"e $150,000-350,000",TT SYSTEMS LTD,11818 Mahoning Ave,NORTH JACKSON,OH,44451,441120,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,14,04/07/2020,The Huntington National Bank,OH-06
"e $150,000-350,000","BLACKS HEARING AID SERVICES, INC",101 E. ALEX BELL RD,DAYTON,OH,45459,621340,Corporation,Unanswered,Unanswered,Unanswered,,17,04/07/2020,Wright Patt CU Inc,OH-10
"e $150,000-350,000",XAVIER CO INC DBA-SBA SMALL 7A TERM,128 Orange street,Bloomfield,NJ,07003,,Corporation,Unanswered,Male Owned,Non-Veteran,,17,05/03/2020,"TD Bank, National Association",NJ-11
"e $150,000-350,000",SHELTON'S HEATING AND COOLING,1005 MURFREESBORO HWY,MANCHESTER,TN,37355,238220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,23,04/09/2020,Coffee County Bank,TN-06
"e $150,000-350,000",LATICO TRADING CORP,321 PALMER RD,DENVILLE,NJ,07834,316992,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,04/14/2020,"PNC Bank, National Association",NJ-11
"d $350,000-1 million",FORT DODGE FORD LINCOLN INC,2723 5th Ave S,FORT DODGE,IA,50501,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,77,04/11/2020,"Alerus Financial, National Association",IA-04
b $2-5 million,H2 HOLDCO INC,65 EAST 55TH STREET 33RD FLOOR,NEW YORK,NY,10022,561499,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NY-12
"d $350,000-1 million",RAVEN ELECTRIC INC,8015 School Street,ANCHORAGE,AK,99518,238210,Corporation,Unanswered,Unanswered,Unanswered,,20,04/13/2020,Alaska USA FCU,AK-00
"d $350,000-1 million",O'NEIL LANGAN ARCHITECTS PC,15 W 37TH ST FL 15,NEW YORK,NY,10018,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,44,05/01/2020,"JPMorgan Chase Bank, National Association",NY-12
"e $150,000-350,000","SPARE TIME, INC.",909 N 2nd Street,PHILADELPHIA,PA,19123,713950,Corporation,Unanswered,Unanswered,Unanswered,,35,04/11/2020,"TD Bank, National Association",PA-03
c $1-2 million,CONTINENTAL MARBLE AND TILE COMPANY,2460 Anselmo Dr,CORONA,CA,92879,238340,Corporation,Unanswered,Female Owned,Unanswered,,72,04/28/2020,Citizens Business Bank,CA-42
c $1-2 million,KEMMERER VILLAGE INC,941 NORTH 2500 EAST RD,ASSUMPTION,IL,62510,623990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,135,04/13/2020,The First National Bank of Assumption,IL-13
c $1-2 million,UNIVERSAL MAILING SERVICE INC,10 NEW ENGLAND AVE,PISCATAWAY,NJ,08854,541860,Corporation,Unanswered,Unanswered,Unanswered,,90,04/13/2020,Provident Bank,NJ-06
b $2-5 million,LENDSURE MORTGAGE CORP,"16959 Bernardo Center Dr, Ste 102",SAN DIEGO,CA,92128,522292,Corporation,Unanswered,Unanswered,Unanswered,,175,04/14/2020,Seacoast Commerce Bank,CA-52
"d $350,000-1 million",GUARDIAN CATHOLIC SCHOOL,4920 Brentwood Ave,Jacksonville,FL,32206,611110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,59,05/02/2020,Legacy Bank,FL-05
"e $150,000-350,000",SAG PIZZA LLC,103 Main Street,SAG HARBOR,NY,11963,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/28/2020,BNB Bank,NY-01
"e $150,000-350,000",GLENN LEE TRUCKING INC,456 Bourne Ave,Savannah,GA,31408,484230,Corporation,Unanswered,Unanswered,Unanswered,,31,04/15/2020,BankSouth,GA-01
"e $150,000-350,000","PIGEON MOUNTAIN INDUSTRIES, INC.",4466 Hwy 27 North,LA FAYETTE,GA,30728,314994,Corporation,Unanswered,Unanswered,Unanswered,,34,04/28/2020,Synovus Bank,GA-14
"e $150,000-350,000","PARBERRY ENVIRONMENT SOLUTIONS, INC. DBA  SCRAP-IT OR STOW-I",1526 slater rd,FERNDALE,WA,98248,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,05/01/2020,"JPMorgan Chase Bank, National Association",WA-01
