id,name,sponsor,event,venue,place,physical_description,notes,occasion,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status
31825,,[Restaurant Name And/Or Location Not Given],,,,16x11cm folded; 16x22cm open,metropolitan life insurance company,,1921-0006_wotm,,,1921-01-16,[Restaurant Name And/Or Location Not Given],,,,complete
28600,,Maynilà,,,,36x27cm folded; 36x52cm open,,,1985-0036_wotm,,,1985-01-01,Maynilà,,,,complete
24695,,2ND CO. GOVERNOR'S FOOT GUARD AND CO. F. NEW HAVEN GRAYS,DINNER,MIL;,"HOTEL GARDE, HARTFORD, CT",FOLDER; ILLUS; 6 X 4;,champagne; illustrations of soldier and hotel;;,ANNIVERSARY(?);,1907-047,,,1907-01-09,2nd Co. Governor's Foot Guard And Co. F. New Haven Grays,,,,complete
27011,,Musicians Mutual Protective Union of San Francisco,reception and banquet,,,8 x 5 in. fold. ; ill.,"souvenir menu. event : ""tendered by the musicians mutual protective union...to its president eugene e. schmitz in honor of his election as mayor of san francisco..."" portrait illustration. includes insert of duplicate menu.",COMPLIMENTARY/TESTIMONIAL,Soete 30,,,,Musicians Mutual Protective Union Of San Francisco,,Dollars,$,complete
18846,,,,,,,,,,,,1901-09-01,Union Pacific R.R. Co. Et Al,,Dollars,$,complete
22354,,RED STAR LINE,LUNCH,COMMERCIAL,S.S. FRIESLAND,BROADSIDE; ILLUS; 5X8;,handwritten; decorative border;,OTHER (DAILY MENU);,1900-150,,,1900-01-11,Red Star Line,,,,complete
34014,Steamer Rosedale,Steamer Rosedale,,,,12.5x16.5cm folded; 12.5x33cm open,national leather and shoe finders association,,1914-0717_wotm,,,1914-07-08,Steamer Rosedale,,,,complete
19683,,,,,,,,,,,,1901-08-14,Champlain Hotel,,,,complete
23556,,HAMBURG-AMERIKA LINIE,FRUHSTUCK A LA CARTE,COMMERCIAL,"AN BORD DER ""AMERIKA""",CARD; ILLUS; COL; 5X8.75;,menu in german and english; one of several menus for different passenger classes on this ocean liner; ocean horizon illustration at top;,,1906-592,,,1906-07-20,Hamburg Amerika Linie,,,,complete
31643,,Hotel Astor,,,,31x23cm folded; 31x46cm open,national league (baseball) golden jubilee,,1926-0002_wotm,,,1926-02-02,Hotel Astor,,,,complete
21953,,THE WORTHY,DAILY MENU,COMMERCIAL,"SPRINGFIELD, MA",CARD; 7 X 11;,"priced menu;  one of three menus for this restaurant; feb notation of date and comment miss leffingwell, a good dinner;",,1906-761,,,1906-10-14,The Worthy,,Dollars,$,complete
22112,,SUBURBAN PRESS ASS'N,SIXTH ANNUAL REUNION AND BANQUET,PROF;,"THE THORNDIKE, BOSTON, MA",FOLDER; 4X5.5;,gold ornamentation;,(SOCIAL),1888-035,,,1888-04-09,Suburban Press Ass'n,,,,complete
13030,,CUNARD LINE,DINNER,COMMERCIAL,"R.M.S. ""ETRURIA""",CARD; ILLUS; COL; 4.25X6.5;,steamship co. priced wine list on back; company flag at top of menu;,,1900-2275,,,1900-03-04,Cunard Line,,Shillings,s,complete
15630,,,,,,,,,,,,1900-08-12,Congress Hall,,,,complete
20070,,PULLMAN DINING CAR SERVICE,DINNER [ON FUNERAL TRAIN OF PRESIDENT McKINLEY?],COMMERCIAL,[EN ROUTE TO CANTON?],CARD; ILLUS; 5.25X7.5;,"handwritten note ""funeral train of president mckinley washington to canton.17.18.sept.1901; eagle on shield;2 copies with only one with notation on back;",NAT'L;,1901-2371,,,1901-09-18,Pullman Dining Car Service,,,,complete
21203,,SOCIETY OF SONS OF STEERAGE IMMIGRANTS,DINNER IN HONOR OF F. HOPKINSON SMITH,SOC;,"PROVIDENCE ART CLUB, RHODE ISLAND",BROADSIDE; 5.75 X 8;,menu appears to be mainly turkish or arabic;,COMPLIMENTARY/TESTIMONIAL,1899-452,,,1899-06-01,Society Of Sons Of Steerage Immigrants,,,,complete
32722,Pennsylvania Railroad,Pennsylvania Railroad,,,,20.5x13cm,,,1917-0459_wotm,,,1917-11-14,Pennsylvania Railroad,,Dollars,$,complete
21819,,JAS. H. & GEO. B. RODGERS,DAILY MENU,COMMERCIAL,"RODGERS HOUSE, NEW YORK,[N.Y.]",FOLDER; 6X9/25;,wine list; patrons are cautioned to watch their hats and coats; the drinking water is filtered by the pasteur process;,DINNER;,1893-102,,,1893-08-22,Jas. H. & Geo. B. Rodgers,,Dollars,$,complete
19943,,OCEANIC STEAMSHIP CO. - VENTURA,DINNER,COMMERCIAL,EN ROUTE,BROADSIDE; EMBLEM; 5.5 X 8.5;,,,1901-1488,,,1901-05-29,Oceanic Steamship Co.   Ventura,,,,complete
30224,,Hotel Lexington,,,,17.5x11.5cm folded; 17.5x23cm open,the gynaecological club of great britain and eire,,1939-0176_wotm,,,1939-09-13,Hotel Lexington,,,,complete
31195,,The Ambassador,,,,28x35.5cm,,,1933-0381_wotm,,,1933-06-24,The Ambassador,,Dollars,$,complete
34328,Hotel Brevoort,Hotel Brevoort,,,,17.5x8.5cm,club des jeunes,,1914-1030_wotm,,,1914-12-01,Hotel Brevoort,,,,complete
20532,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,ship at sea;woman holding shield among food and implements;cityscape in background;menu in german and english;,DAILY;,1901-1790,,,1901-06-28,Hamburg Amerika Linie,,,,complete
33564,The Krueger Auditorium,The Krueger Auditorium,,,,23x13cm,hebrew benevolent and orphan asylum society,,1914-0023_wotm,,,1914-01-08,The Krueger Auditorium,,,,complete
32276,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,luncheon,,1918-0152_wotm,,,1918-01-28,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete
20751,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.25 X 7.75;,handwritten; green ornamental border;,,1900-4197,,,1900-08-30,Nippon Yusen Kaisha,,,,complete
32659,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,dinner,,1918-0379_wotm,,,1918-03-21,Healy's Forty-second Street restaurant,,Dollars,$,complete
21355,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",FOLDER; ILLUS; COL; 4.5X7;,hotel seal on cover;,,1901-520,,,1901-02-28,Tampa Bay Hotel,,,,complete
22187,,MASSACHUSETTS HOTEL ASSOCIATION,3RD ANNUAL BANQUET,PROF;,"PARKER HOUSE,BOSTON,MASS;",6 PAGE BOOKLET;PINK RIBBON TRIM;ILLUS;5 X 7.5;,orch.listed;program listed;list of invited guests & committee members;,ANNUAL,1895-189,,,1895-11-21,Massachusetts Hotel Association,,,,complete
20477,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,"b&w photographs of various points of interest in america, hawaii, china;japan;",DAILY MENU;,1900-4674,,,1900-10-12,Toyo Kisen Kaisha,,,,complete
31957,Union Square Hotel,Union Square Hotel,,,,20.5x12.5cm,twenty-fourth annual dinner of the fresh air club,,1919-0006_wotm,,,1919-01-25,Union Square Hotel,,,,complete
34272,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0974_wotm,,,1914-10-14,Waldorf Astoria,,Dollars,$,complete
30404,,[Restaurant And/Or Location Unknown],,,,28x21.5cm,french is secondary language.,,1940-0068_wotm,,,1940-05-15,[Restaurant And/Or Location Unknown],,Dollars,$,complete
27836,,Coast Inn,,,,31x23cm folded; 31x46cm open,,,1971-0016_wotm,,,1971-12-24,Coast Inn,,Dollars,$,complete
29505,,"Paquebot \Liberté\""""",,,,34x24cm folded; 34x48cm open,english is secondary language.,,1955-0052_wotm,,,1955-07-26,"Paquebot \Liberté\""""",,,,complete
30793,,Hotel Astor,,,,21x13.5cm folded; 21x27cm open,english-speaking union of the united states,,1934-0032_wotm,,,1934-10-26,Hotel Astor,,,,complete
28504,,"R.M.S. \Queen Elizabeth\""""",,,,26.5x21cm folded; 26.5x42cm open,,,1957-0042_wotm,,,1957-04-20,"R.M.S. \Queen Elizabeth\""""",,,,complete
22072,,COLONIAL HOTEL,DINNER,COMMERCIAL,"NASSAU, N.P. BAHAMAS",CARD; 5X9;,,,1901-164,,,1901-01-23,Colonial Hotel,,,,complete
19991,,GRAND HOTEL MONT-CERVIN,DINER,COMMERCIAL,"ZERMATT, [SWITZERLAND]",CARD; 4.0X6.25;,menu hand-written/calligraphy; in french;,,1900-4119,,,1900-08-21,Grand Hotel Mont Cervin,,,,complete
23706,,HUDSON COUNTY GRAND JURY,DINNER,SOC;,"HOTEL WASHINGTON, JERSEY CITY",FOLDER; 4X7;,satin ribbon tied on left corner; list of members of the grand jury;,COMPL; SEPTEMBER TERM,1891-128,,,1891-12-08,Hudson County Grand Jury,,,,complete
28131,,"S/S \Leonardo Da Vinci\""""",,,,32x23.5cm folded; 32x47cm open,,,1967-0035_wotm,,,1967-07-06,"S/S \Leonardo Da Vinci\""""",,,,complete
25058,,HOTELS SCHWEIZERHOF & LUZERNERHOF,LUNCH MENU,COMMERCIAL,LUCERNE,FOLDER;ILLUS;5X3.5,french;includes wines;,,1891-0079,,,1891-07-31,Hotels Schweizerhof & Luzernerhof,,,,complete
33359,Pennsylvania Railroad,Pennsylvania Railroad,,,,,,,1915-0098,,,1915-01-01,Pennsylvania Railroad,,Dollars,$,complete
12972,,PARK AVENUE HOTEL,DINNER-A LA CARTE,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 6 X 9.5;,hours listed; all prices listed for each item;,,1900-2465,,,1900-03-14,Park Avenue Hotel,,Dollars,$,complete
34104,Hotel La Salle,Hotel La Salle,,,,17x11.5cm folded; 17x23cm open,barbers' supply dealers association of america,,1914-0806_wotm,,,1914-08-13,Hotel La Salle,,,,complete
14505,,NORDDEUTSCHER LLOYD BREMEN,FRUHSTUCK-BREAKFAST,COMMERCIAL,"DAMPFER ""KRONPRINZ WILHLEM""",CARD; ILLUS; COL; 5.5X8;,german & english; sketch of steamship at sea; postcard on back;,,1901-2448,,,1901-10-04,Norddeutscher Lloyd Bremen,,,,complete
30297,,Waldorf Astoria,,,,21.5x14cm folded; 21.5x28cm open,"the fifth avenue association, inc.",,1939-0058_wotm,,,1939-03-02,Waldorf Astoria,,,,complete
33077,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0570_wotm,,,1917-11-19,Hotel Manhattan,,Dollars,$,complete
23107,,THE MONTEZUMA,"DINNER FOR BOSTON COMMANDERY, KNIGHTS TEMPLAR, AND LADIES",SOC,"LAS VEGAR, HOT SPRINGS, NM",FOLDER; ILL; 4 1/2X7;,"insert listing all guests fastened with ribbon inserted in folder, illustration of knight templar on front cover, hotel picture on back cover",COMPLIMENTARY/TESTIMONIAL,1883-010,,,1883-08-09,The Montezuma,,Dollars,$,under review
29552,,Vaxholms,,,,31.5x22.5cm folded; 31.5x45cm open,,,1955-0099_wotm,,,1955-08-28,Vaxholms,,Swedish kronor (SEK/kr),SEK,complete
28144,,Carroll Arms Restaurant,,,,28x12cm folded; 28x21.5cm open,,,1967-0060_wotm,,,1967-12-06,Carroll Arms Restaurant,,,,complete
33224,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0974_wotm,,,1917-12-21,Hotel Manhattan,,Dollars,$,complete
23751,,ST. STEPHEN'S PARISH,DINNER FOR RT. REV. BISHOP JAMES AUGUSTIN MC PAUL,REL;,"PERTH AMBOY, NJ",CARD; 4.5 X 7;,dinner in honor of first pastoral visit;,COMPLIMENTARY/TESTIMONIAL,1895-101,,,1895-05-30,St. Stephen's Parish,,,,complete
27881,,Hotel Géllert,,,,35x25cm folded; 35x50cm open,,,1972-0020_wotm,,,1972-01-01,Hotel Géllert,,Hungarian forint,Ft,complete
16574,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,handwritten; color illustraion of children carrying lanterns and large drum;  map of steamship routes on back;,DAILY MENU;,1900-4581,,,1900-10-04,Nippon Yusen Kaisha,,,,complete
32592,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,19.5x13cm,,,1918-0325_wotm,,,1918-03-12,Wm. F. Healy's 42nd St. Grill,,,,complete
24380,,ST. REGIS HOTEL,DINNER/DINER,COMMERCIAL,"NEW YORK, NY",CARD; 5X8;,french and english;,,1906-181,,,1906-02-16,St. Regis Hotel,,Dollars,$,complete
24896,,MRS. G.H. GUNDRY,DINNER,SOC;,"WALDROF-ASTOIA, NEW YORK",FOLDR; ILLUS; COL; 4.5 X 7.25;,champagne; menu in french; illustration of medieval musicians;,COMPLIMENTARY/TESTIMONIAL,1907-900,,,1907-10-18,Mrs. G.H. Gundry,,,,complete
27683,,CONFRERIE DE LA CHAINE DES ROTISSEURS,ARIZONA CHAPTER DINNER,RESTAURANT,AZ,FOLDER; ILLUS; COL; 8.5 X 11,"unpriced menu; printed in black ink; in french with accompanying wines to the left of each course; officers and members of arizona chapter are listed on back page; grey, red, blue and gold seal of organization on front cover; chef de cuisine and maitre de",,1968-0013,,,1968-02-07,International Gourmet Club,,,,complete
30367,,"M.S.""Colombia""""""",,,,24x17cm folded; 24x34cm open,,,1940-0031_wotm,,,1940-02-27,"M.S.""Colombia""""""",,,,complete
33830,Hotel Baltimore,Hotel Baltimore,,,,23x15.5cm folded; 23x31cm open,kansas city bar association,,1914-0287_wotm,,,1914-02-24,Hotel Baltimore,,,,complete
13824,,OCEANIC STEAMSHIP COMPANY,DINNER,COM,EN ROUTE,BROADSIDE; EMBLEM; COL; 5.5 X 8.5;,,,1901-1238,,,1901-05-11,Oceanic Steamship Company,,,,complete
31278,,Hotel Astor,,,,34.5x23cm,,,1933-0058_wotm,,,1933-02-17,Hotel Astor,,Dollars,$,complete
21098,,ROOME LODGE,REUNION DINNER,SOC;,"LITTLE HUNGARY, (?)",FOLDER; ILLUS; COL; 4X5.6;,wine and champagne served; lodge inignia on cover;,ANNIVERSARY;,1907-438,,,1907-04-24,Roome Lodge,,,,complete
23780,,WILEY & HASKELL,EASTER DINNER,COMMERCIAL,"STANWIX HALL, ALBANY,N.Y.",CARD; ILL; 5.5X7.25;,illustrated by two birds on either side of a ribboned wishbone;,RELIGIOUS HOLIDAY,1893-043,,,1893-04-02,Stanwix Hall,,,,complete
19270,,,,,,,,,,,,1901-07-22,Oceanic Steamship Company  S.S.Zealander,,,,complete
23831,,CHRYSANTHEMUM CLUB,DINNER FOR FRANK C. BONE,[SOC?];,"MANHATTAN HOTEL, NEW YORK, NY",BROADSIDE; 4.5X7;,"menu written in form of prescription: hotel listed as ""dispensing chemist;""",COMPLIMENTARY/TESTIMONIAL,1898-375,,,1898-12-03,Chrysanthemum Club,,,,complete
28310,,The Sea Horse Restaurant,,,,30.5x19cm folded; 30.5x48.5cm open,,,1980-0009_wotm,,,1980-10-15,The Sea Horse Restaurant,,Dollars,$,complete
13304,,HOTEL CHAMPLAIN,DINNER,COMMERCIAL,"CLINTON CO., NY",CARD; COL; ILLUS; 5 X 7;,logo;,,1901-2112,,,1901-08-05,Hotel Champlain,,,,under review
26283,,BINGHAM HOUSE,NEW YEAR'S DAY DINNER,COMMERCIAL,PHILADELPHIA [PA],CARD; COL; 6 X 8;,red and green 1899; green print;,SECULAR HOLIDAY;,1899-005,,,1899-01-01,Bingham House,,,,complete
12864,,SAVOY HOTEL,TABLE d'HOTE DINNER,COMMERCIAL,59 ST. & 5TH AVE. NY,BROADSIDE; ILLUS; COL; 5.5 X 7.5;,,,1900-2460,,,1900-03-14,Savoy Hotel,,,,complete
20852,,HAMBURG AMERIKA LINIE,[DINNER],COMMERCIAL,SCHNELLDAMPFER (EXPRESS STEAMER) AUGUST VICTORIA,FOLDER; ILLUS; COLOR; 5.0X8.0;,"illus, port of messina; concert program;",,1900-2527,,,1900-03-20,Hamburg Amerika Linie,,,,under review
12781,,BROADWAY CENTRAL HOTEL,DINNER MENU,COMMERCIAL,"NEW YORK, NY",FOLDER; ILLUS; COL; 5.5X9;,one of a large number of menus we have had in past; includes bird's-eye map of new york plus objects of interest in and about new york;,,1900-1012,,,1900-02-12,Broadway Central Hotel,,Dollars,$,complete
20796,,NEW YORK AND CUBA MAIL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,?,CARD;ILL;4.5X7;,priced wine list on back;flag;,DAILY;,1901-1101,,,1901-01-01,New York And Cuba Mail Steamship Co.,,Dollars,$,under review
26410,,Hotel Drei Konige am Rhein,,HOTEL,Hotel Drei Konige am Rhein,Booklet; 6 x 8.25 inches,dieter zander collection.,,Zander 74,,,,Hotel Drei Konige Am Rhein,,,,complete
20881,,CONGRESS HALL,LUNCHEON,COMMERCIAL,"SARATOGA SPRINGS,NY",BROADSIDE; 5 X 7.25;,"h.s.clement, prop. noted;",,1900-3991,,,1900-08-03,Congress Hall,,,,complete
19643,,,,,,,,,,,,1901-06-07,Norddeutscher Lloyd  Bremen,,,,complete
24978,,SCHWEIZERHOF & LUZERNERHOF,HOCHZEITESSEN VON HERRN RECHTSANWALT MAX GUTTMANN UND FRAULEIN BERTHA LENPOLD,,"LUZERN, SWITZERLAND",FOLDER; ILLUS; COL; 6X8.15;,"german;includes wines served with each course; illustrations of hotel, lake lucerne and alps on covers",,1894-075,,,1894-07-19,Schweizerhof & Luzernerhof,,,,complete
26960,,Humplmayr Grill,,RESTAURANT,Humplmayr Grill,Card; 12.75 x 19 inches,dieter zander collection.,,Zander 360,,,1955-06-10,Humplmayr Grill,,Deutsche Marks,DM,under review
26725,,Agora,,RESTAURANT,Agora,Tri-fold; 9.5 x 14.75 inches folded,dieter zander collection; confectionery and dining; menu decorated with portraits of ladies.,,Zander 516 undated,,,,Agora,,Dollars,$,complete
26719,,Le Bistrot de Maxim's,Dinner,RESTAURANT,Le Bistrot de Maxim's; 680 Madison Avenue,Folder; 7.5 x 11.5 inches; and folder; 5.5 x 7.25 inches,dieter zander collection; larger menu lists dinner appetizers and entrees; smaller menu lists desserts; cartoon on cover.,,Zander 438 undated,,,,Le Bistrot De Maxim's,,Dollars,$,complete
24781,,HAAN'S,LUNCH,COMMERCIAL,PARK ROW BLDG. [NY],CARD; 7 X 10.75;,priced menu; priced wine list on back; note about safety of water; mention of other branches;,,1900-429,,,1900-01-22,Haan's,,Dollars,$,complete
23331,,FIRST AND SECOND COMPANIES GOVERNOR'S FOOT GUARDS,DINNER,PATR;,"HOTEL SOMERSET, BOSTON, MA",BOOKLET; ILLUS; COL; 5.5 X 7.5;,"priced wines, cocktail, and champagne; traditional revolutionary war illustratios; history of companies;",ANNIVERSARY (?);,1906-768,,,1906-10-18,First And Second Companies Governor's Foot Guards,,Dollars,$,complete
14707,,,,,,,,,,,,1900-04-23,Eastern Alumni Of The University Of Chicago,,,,complete
25623,,SOCIETY OF COLONIAL WARS IN THE STATE OF NEW YORK,SEVENTH ANNUAL DINNER,PATR;,"DELMONICO'S,[NEW YORK]",BOOKLET;ILL;COL;5.75X7.5;,"3 copies,one not complete;seating plan attached to copy 1;",ANNIVERSARY;(IN HONOR OF THOSE SERVED IN THE SPANISH AMERICAN WAR),1899-133,,,1899-01-16,Society Of Colonial Wars In The State Of New York,,,,complete
31770,,Waldorf Astoria,,,,16.5x11.5cm folded; 16.5x23cm open,testimonial dinner to s. davies warfield on behalf of the national association of railroad securities,,1920-0121_wotm,,,1920-12-13,Waldorf Astoria,,,,complete
33314,Waldorf Astoria,Waldorf Astoria,,,,,,,1915-0053,,,1915-01-01,Waldorf Astoria,,,,complete
15593,,,,,,,,,,,,1900-05-25,York Hotel,,,,complete
17478,,,,,,,,,,,,1900-02-14,Windsor Hotel,,Dollars,$,complete
20390,,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8.25;,"german only; limited choices considering foregoing samples; perhaps this is a menu for another class; illustration of ships in harbor, border of wine bottles, tankards, lobsters; also a postcard;",,1901-2284,,,1901-09-08,Norddeutscher Lloyd Bremen,,,,complete
26147,,GEISER GRAND HOTEL,DINNER,COMMERCIAL,BAKER CITY; OR,FOLDER; ILLUS; COL 5.5 X 7.25;,gray stock; illustration of hotel,,1905-613,,,1905-07-30,Geiser Grand Hotel,,,,complete
24720,,WASHINGTON HIGH SCHOOL CLASS OF '85,EIGHTH ANNUAL REUNION,EDUC;,"HOTEL COCHRAN, [WASHINGTON,D.C.]",BOOKLET; COL; 4.5X6;,"fastened at left by satin ribbon; program including a banjo solo; dance program to be filled in of 8 dances including waltz,polka,lanciers,yorke;toasts listed;",SCHOOL REUNION;,1892-165,,,1892-12-28,Washington High School Class Of '85,,,,complete
26417,,Kronenhalle,,RESTAURANT,Kronenhalle,Plastic sleeve with paper insert; 8 x 11 inches,dieter zander collection; dessert menu.,,Zander 81,,,1976-05-01,Kronenhalle,,Swiss Francs,Fr,complete
19775,,OCEANIC STEAMSHIP CO.,LUNCHEON - SECOND CABIN,COMMERCIAL,EN ROUTE ABOARD SONOMA,CARD; 5.5 X 7;,logo; printed on lighter stock;,,1901-1462,,,1901-05-27,Oceanic Steamship Co.,,,,complete
22085,,HOTEL MARIE ANTOINETTE,BREAKFAST,COMMERCIAL,"SIXTY-SIXTH STREET & BROADWAY, NEW YORK, [NY]",CARD; 5.5X7.5;,cafe menu; priced a la carte;,,1900-594,,,1900-01-29,Hotel Marie Antoinette,,Dollars,$,complete
27059,,Southern Railway System,breakfast,RAILROAD,,11 x 7 in. ; ill.,"event : southern college football games. advertisements : pabst blue ribbon beer, hotel edison, the hotel raleigh, s & w cafeterias, dinkler hotels. manager dining cars : w. f. kusch.",,Soete 180,,,,Southern Railway System,,Dollars,$,complete
13343,,PULLMAN DINING CAR,LUNCH ON TOUR OF THE PRESIDENT TO THE PACIFIC COAST,COMMERCIAL,ON ROUTE,CARD;ILLUS;5.25X7.5;,eagle;tour from 4/29 to 6/15;,PATRIOTIC HOLIDAY;,1901-1303,,,1901-05-01,Pullman Dining Car,,,,complete
20363,,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,SS FURST BISMARCK,FOLDER;4.25X6.25,menu in german and english,DAILY;,1901-1756,,,1901-06-24,Hamburg Amerika Linie,,,,complete
15405,,,,,,,,,,,,1900-08-01,Grand Hotel,,,,complete
13136,,MURRAY HILL HOTEL,BREAKFAST,COMMERCIAL,"(NEW YORK,NY)",CARD;ILL;COL;4.25X6.5;,presented by catharine b.alsop leffingwell written on back;,EASTER;,1900-2791,,,1900-04-15,Murray Hill Hotel,,Dollars,$,complete
25683,,HOTEL ALCAZAR,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",CARD; COL; 4 X 7.5;,blue stock; note about purity of water;,,1901-709,,,1901-03-20,Hotel Alcazar,,,,complete
27245,,The Waldorf-Astoria,dinner,HOTEL,The Waldorf-Astoria,folder; 9.8 x 12.75 inches,baratta collection; room service; a la carte; marcel (head waiter); room service charge 50 cents per person; specials; waldorf special,,Baratta 24,,,1959-11-24,The Waldorf Astoria,,Dollars,$,complete
20878,,STEAMER TICONDEROGA,DINNER,COMMERCIAL,"LAKE GEORGE,NY",BROADSIDE; ILLUS. BORDER; 4.75 X 7.5;,menu handwritten & price included;,,1900-3986,,,1900-08-02,Steamer Ticonderoga,,,,complete
24719,,MASSACHUSETTS SOCIETY OF COLONIAL WARS,14TH ANNUAL DINNER,SOC;,SOMERSET HOTEL[MASS],FOLDER;ILLUS;COL;5X7;,wines included;,ANNIVERSARY;,1907-540,,,1924-07-05,Massachusetts Society Of Colonial Wars,,,,complete
33485,U.S.S. New York (?),U.S.S. New York (?),,,,,,,1915-0224,,,1915-01-01,U.S.S. New York (?),,,,complete
21335,,KING FREDERIK VIII,NEW YEAR'S DINNER TO THE DIPLOMATIC CORPS AND THEIR LADIES,GOVT;,"PALACE OF CHRISTIAN VII, COPENHAGEN, DENMARK",CARD; ILLUS; COL; 4.5X6.75;,"menu in french; spon, evnt, pl noted by feb;",COMPLIMENTARY/TESTIMONIAL,1907-017,,,1907-01-02,King Frederik Viii,,,,complete
27522,,Norddeutscher Lloyd Bremen,Lunch A La Carte,,,,,,1910-822,,,1910-03-14,Norddeutscher Lloyd Bremen,,,,complete
34155,Gutmann's Café and Restaurant,Gutmann's Café and Restaurant,,,,28x17.5cm,,,1914-0857_wotm,,,1914-08-31,Gutmann's Café and Restaurant,,Dollars,$,complete
29867,,Hotel Commodore,,,,21.5x14cm folded; 21.5x28cm open,rotary club of new york,,1947-0019_wotm,,,1947-04-24,Hotel Commodore,,Dollars,$,complete
33309,The Plaza,The Plaza,,,,,,,1915-0048,,,1915-01-01,The Plaza,,,,complete
31010,,Raffles Hotel,,,,26x19cm folded; 26.38cm open,arthur h. rumpf menu collection,,1938-0145_wotm,,,1938-08-01,Raffles Hotel,,Straits dollar (1904-1939),$,complete
